# Add translations for curated AOI names. Only EEZ and IHO rows are included; USER and MPA names are intentionally excluded.
# All seeded locale cells are filled for curated rows; the migration still skips any future intentionally blank cell.
# locale: {"code":"en","english_name":"English","native_name":"English","text_direction":"ltr","fallback_code":null,"is_default":true,"is_active":true,"notes":"Canonical source language stored in base vocabulary tables."}
# locale: {"code":"es","english_name":"Spanish","native_name":"Español","text_direction":"ltr","fallback_code":"en","is_default":false,"is_active":true,"notes":"Initial Cerulean translation roster."}
# locale: {"code":"fr","english_name":"French","native_name":"Français","text_direction":"ltr","fallback_code":"en","is_default":false,"is_active":true,"notes":"Initial Cerulean translation roster."}
# locale: {"code":"pt","english_name":"Portuguese","native_name":"Português","text_direction":"ltr","fallback_code":"en","is_default":false,"is_active":true,"notes":"Initial Cerulean translation roster."}
# locale: {"code":"pt-br","english_name":"Brazilian Portuguese","native_name":"Português (Brasil)","text_direction":"ltr","fallback_code":"pt","is_default":false,"is_active":true,"notes":"Brazilian Portuguese locale seeded alongside generic Portuguese."}
# locale: {"code":"id","english_name":"Indonesian","native_name":"Bahasa Indonesia","text_direction":"ltr","fallback_code":"en","is_default":false,"is_active":true,"notes":"Requested as Bahasa; stored as locale code id."}
# locale: {"code":"sw","english_name":"Swahili","native_name":"Kiswahili","text_direction":"ltr","fallback_code":"en","is_default":false,"is_active":true,"notes":"Initial Cerulean translation roster."}
"source_locale","aoi_type_short_name","mrgid","source_name","source_checksum","es","fr","pt","pt-br","id","sw"
"en","EEZ","8453","United States Exclusive Economic Zone (Hawaii)","093a093e2c3d8d4aba5ee61a55ce9973","Zona Económica Exclusiva de Hawái","Zone économique exclusive de Hawaï","Zona Económica Exclusiva de Havaí","Zona Econômica Exclusiva de Havaí","Zona Ekonomi Eksklusif Hawaii","Eneo la Kiuchumi la Kipekee la Hawaii"
"en","EEZ","8467","Uruguayan Exclusive Economic Zone","511c8f419373cb696bea5087ffc8dc0f","Zona Económica Exclusiva de Uruguay","Zone économique exclusive d'Uruguay","Zona Económica Exclusiva de Uruguai","Zona Econômica Exclusiva de Uruguai","Zona Ekonomi Eksklusif Uruguay","Eneo la Kiuchumi la Kipekee la Uruguay"
"en","EEZ","8313","Vanuatu Exclusive Economic Zone","cc3cb1efe16484848327445c0206a10d","Zona Económica Exclusiva de Vanuatu","Zone économique exclusive de Vanuatu","Zona Económica Exclusiva de Vanuatu","Zona Econômica Exclusiva de Vanuatu","Zona Ekonomi Eksklusif Vanuatu","Eneo la Kiuchumi la Kipekee la Vanuatu"
"en","EEZ","8433","Venezuelan Exclusive Economic Zone","5893ca58176a1ca0eaf2291e9550e146","Zona Económica Exclusiva de Venezuela","Zone économique exclusive de Venezuela","Zona Económica Exclusiva de Venezuela","Zona Econômica Exclusiva de Venezuela","Zona Ekonomi Eksklusif Venezuela","Eneo la Kiuchumi la Kipekee la Venezuela"
"en","EEZ","8484","Vietnamese Exclusive Economic Zone","8bad1f79e49ba1878a6facd1f2c5ef15","Zona Económica Exclusiva de Vietnam","Zone économique exclusive de Vietnam","Zona Económica Exclusiva de Vietname","Zona Econômica Exclusiva de Vietname","Zona Ekonomi Eksklusif Vietnam","Eneo la Kiuchumi la Kipekee la Vietnam"
"en","EEZ","33180","Virgin Islander Exclusive Economic Zone","27c284e1750287f7b56d3dc87347a053","Zona Económica Exclusiva de las Islas Vírgenes de los Estados Unidos","Zone économique exclusive des îles Vierges des États-Unis","Zona Económica Exclusiva das Ilhas Virgens dos Estados Unidos","Zona Econômica Exclusiva das Ilhas Virgens dos Estados Unidos","Zona Ekonomi Eksklusif Kepulauan Virgin Amerika Serikat","Eneo la Kiuchumi la Kipekee la Visiwa vya Virgin vya Marekani"
"en","EEZ","8319","Wake Island Exclusive Economic Zone","bf5214b43e3bfec7d09517cabd4021b7","Zona Económica Exclusiva de la isla Wake","Zone économique exclusive de l'île Wake","Zona Económica Exclusiva da ilha Wake","Zona Econômica Exclusiva da ilha Wake","Zona Ekonomi Eksklusif Pulau Wake","Eneo la Kiuchumi la Kipekee la Kisiwa cha Wake"
"en","EEZ","8454","Wallis and Futuna Exclusive Economic Zone","9cf93830b17a3aa0b763a0970f32777a","Zona Económica Exclusiva de Wallis y Futuna","Zone économique exclusive de Wallis-et-Futuna","Zona Económica Exclusiva de Wallis e Futuna","Zona Econômica Exclusiva de Wallis e Futuna","Zona Ekonomi Eksklusif Wallis dan Futuna","Eneo la Kiuchumi la Kipekee la Wallis na Futuna"
"en","EEZ","8353","Yemeni Exclusive Economic Zone","3d1e3a7538bd5da1d55fab3f7332c8d1","Zona Económica Exclusiva de Yemen","Zone économique exclusive de Yémen","Zona Económica Exclusiva de Iémen","Zona Econômica Exclusiva de Iémen","Zona Ekonomi Eksklusif Yaman","Eneo la Kiuchumi la Kipekee la Yemen"
"en","IHO","3314","Adriatic Sea","524605043642431ab7cd5cd01ba0a8fc","mar Adriático","mer Adriatique","Mar Adriático","Mar Adriático","Laut Adriatik","Bahari ya Adriatiki"
"en","IHO","3315","Aegean Sea","14d149d7c9326303168e4206bbcf7796","mar Egeo","mer Égée","Mar Egeu","Mar Egeu","Laut Aegea","Bahari ya Aegean"
"en","IHO","3324","Alboran Sea","06caaf0214201408a79073eb6fe22610","mar de Alborán","mer d'Alboran","Mar de Alborão","Mar de Alborão","Laut Albora","Bahari ya Alboran"
"en","IHO","4274","Andaman or Burma Sea","a4a73ca2197364ad6528b440c00d49ae","mar de Andamán o de Birmania","mer d'Andaman ou de Birmanie","Mar de Andamão ou da Birmânia","Mar de Andamão ou da Birmânia","Laut Andaman atau Burma","Bahari ya Andaman au Burma"
"en","IHO","4268","Arabian Sea","9e04dcb13e36d8ea0d7cc25ac82e8c40","mar Arábigo","mer d'Arabie","Mar Arábico","Mar Arábico","Laut Arab","Bahari ya Kiarabu"
"en","IHO","4347","Arafura Sea","83c129ce3f88e547cc09863c43ce4bd3","mar de Arafura","mer d'Arafura","Mar de Arafura","Mar de Arafura","Laut Arafura","Bahari ya Arafura"
"en","IHO","1906","Arctic Ocean","c57f1dd7e8c2d2ec79fc7897c9d8f6a1","océano Ártico","océan Arctique","Oceano Ártico","Oceano Ártico","Samudra Arktik","Bahari ya Aktiki"
"en","IHO","4253","Baffin Bay","cb4f948e3a840b656f387cdb8711e02a","bahía de Baffin","baie de Baffin","Baía de Baffin","Baía de Baffin","Teluk Baffin","Hori ya Baffin"
"en","IHO","3322","Balearic (Iberian Sea)","0a28750c8e76a8eb2ee577288616e339","mar Balear (mar Ibérico)","mer des Baléares (mer Ibérique)","Mar Baleárico (Mar Ibérico)","Mar Baleárico (Mar Ibérico)","Laut Balearik (Laut Iberia)","Bahari ya Baleari (Bahari ya Iberia)"
"en","IHO","4340","Bali Sea","c4d9159c1319316f195d53f2fdcb4a13","mar de Bali","mer de Bali","Mar de Bali","Mar de Bali","Laut Bali","Bahari ya Bali"
"en","IHO","2401","Baltic Sea","3013a702129d63f8dc4c544c491c236d","Mar Báltico","mer Baltique","Mar Báltico","Mar Báltico","Laut Baltik","Bahari ya Baltiki"
"en","IHO","4349","Banda Sea","62d9330cb15d6c176df87b8218aaf182","mar de Banda","mer de Banda","Mar de Banda","Mar de Banda","Laut Banda","Bahari ya Banda"
"en","IHO","4247","Barentsz Sea","80fe03a0f5465c916b50cde29955de10","mar de Barents","mer de Barents","Mar de Barents","Mar de Barents","Laut Barents","Bahari ya Barents"
"en","IHO","4366","Bass Strait","6524c3584da186d8b9556c9643eda0c1","estrecho de Bass","détroit de Bass","Estreito de Bass","Estreito de Bass","Selat Bass","Mlangobahari wa Bass"
"en","IHO","4273","Bay of Bengal","030eabf34091c8523365fbdce52be4fe","bahía de Bengala","golfe du Bengale","Golfo de Bengala","Golfo de Bengala","Teluk Benggala","Ghuba ya Bengali"
"en","IHO","2359","Bay of Biscay","cbe74c2a0f1a06b69d3fbf9a288fec4e","golfo de Vizcaya","golfe de Gascogne","Golfo da Biscaia","Golfo da Biscaia","Teluk Biskay","Ghuba ya Biskaya"
"en","IHO","4289","Bay of Fundy","03b2b3ba074e724e852085de16972a56","Bahía de Fundy","baie de Fundy","Baía de Fundy","Baía de Fundy","Teluk Fundy","Hori ya Fundy"
"en","IHO","4256","Beaufort Sea","41ed65c0b2305dfd18a1e4bcf095974f","mar de Beaufort","mer de Beaufort","Mar de Beaufort","Mar de Beaufort","Laut Beaufort","Bahari ya Beaufort"
"en","IHO","4310","Bering Sea","37aa5e1461e3428d13899800fd32ac4c","mar de Bering","mer de Béring","Mar de Bering","Mar de Bering","Laut Bering","Bahari ya Bering"
"en","IHO","4360","Bismarck Sea","854f1029ed89567e60d6f65e7547c768","mar de Bismarck","mer de Bismarck","Mar de Bismarck","Mar de Bismarck","Laut Bismarck","Bahari ya Bismarck"
"en","IHO","3319","Black Sea","d9adbf74d35904236faedba1b1ae3609","mar Negro","mer Noire","Mar Negro","Mar Negro","Laut Hitam","Bahari Nyeusi"
"en","IHO","3141","Bristol Channel","c2a5fb6a9e50d976aa61ec1479a90a85","Canal de Bristol","canal de Bristol","Canal de Bristol","Canal de Bristol","Selat Bristol","Mfereji wa Bristol"
"en","IHO","4287","Caribbean Sea","5277dd1a1522c328bbae71014eeb7673","mar Caribe","mer des Caraïbes","Mar do Caribe","Mar do Caribe","Laut Karibia","Bahari ya Karibi"
"en","IHO","None","Caspian Sea","af033a7a93a75e22afa6a0950568599a","mar Caspio","mer Caspienne","Mar Cáspio","Mar Cáspio","Laut Kaspia","Bahari ya Kaspi"
"en","IHO","4359","Celebes Sea","294176dac897f3b53203e008f333659a","mar de Célebes","mer de Célèbes","Mar de Celebes","Mar de Celebes","Laut Sulawesi","Bahari ya Celebes"
"en","IHO","2351","Celtic Sea","a8acbcf5b7ea64356bb986d929f5c690","mar Céltico","mer Celtique","Mar Celta","Mar Celta","Laut Keltik","Bahari ya Kiselti"
"en","IHO","4351","Ceram Sea","e0190ba972da3330ca5c6442f40c7279","mar de Ceram","mer de Seram","Mar de Ceram","Mar de Ceram","Laut Seram","Bahari ya Ceram"
"en","IHO","4257","Chukchi Sea","661478c7641d5aab0c5b58812cb554b9","mar de Chukotka","mer des Tchouktches","Mar de Chukchi","Mar de Chukchi","Laut Chukchi","Bahari ya Chukchi"
"en","IHO","4364","Coral Sea","f1d4c17fd2190aa77580c086309a5193","mar del Coral","mer de Corail","Mar de Coral","Mar de Coral","Laut Karang","Bahari ya Matumbawe"
"en","IHO","4250","Davis Strait","b750ee9e466c3522b1a559e103dbbe3e","Estrecho de Davis","détroit de Davis","Estreito de Davis","Estreito de Davis","Selat Davis","Mlangobahari wa Davis"
"en","IHO","4244","East Siberian Sea","029ea5a173226cfcf4bc45f64fe9922a","mar de Siberia Oriental","mer de Sibérie orientale","Mar Siberiano Oriental","Mar Siberiano Oriental","Laut Siberia Timur","Bahari ya Mashariki ya Siberia"
"en","IHO","4302","Eastern China Sea","cf0d8f0368dba5fc2a5ddcbe4a82274f","mar de China Oriental","mer de Chine orientale","Mar da China Oriental","Mar da China Oriental","Laut Tiongkok Timur","Bahari ya Uchina ya Mashariki"
"en","IHO","2389","English Channel","f09f9a4a83c5f0ae71ac45004ef3a07d","canal de la Mancha","Manche","Canal da Mancha","Canal da Mancha","Selat Inggris","Mfereji wa Kiingereza"
"en","IHO","4341","Flores Sea","8be91c03f66dda5ae76afb229b9e915e","mar de Flores","mer de Florès","Mar das Flores","Mar das Flores","Laut Flores","Bahari ya Flores"
"en","IHO","4276","Great Australian Bight","0755a0d85ca8b4b6e6058d17e3d32b0f","Gran Bahía Australiana","Grande baie australienne","Grande Baía Australiana","Grande Baía Australiana","Teluk Australia Besar","Hori Kuu ya Australia"
"en","IHO","2356","Greenland Sea","909c57e5a6b93c0366872e27cb2f0a47","mar de Groenlandia","mer du Groenland","mar da Gronelândia","mar da Gronelândia","Laut Greenland","Bahari ya Greenland"
"en","IHO","4265","Gulf of Aden","63e9541443ff4accabf88738668665d9","Golfo de Adén","golfe d'Aden","Golfo de Áden","Golfo de Áden","Teluk Aden","Ghuba ya Aden"
"en","IHO","4312","Gulf of Alaska","2562e2098d9b47df82c37ac339a832da","Golfo de Alaska","golfe d'Alaska","Golfo do Alasca","Golfo do Alasca","Teluk Alaska","Ghuba ya Alaska"
"en","IHO","4263","Gulf of Aqaba","978720258bd1dbe151cd33be42175f6f","Golfo de Áqaba","golfe d'Aqaba","Golfo de Acaba","Golfo de Acaba","Teluk Aqabah","Ghuba ya Akaba"
"en","IHO","4350","Gulf of Boni","f285741fa43da9071f4bd7bbf86100a5","Golfo de Boni","golfe de Boni","Golfo de Boni","Golfo de Boni","Teluk Boni","Ghuba ya Boni"
"en","IHO","2402","Gulf of Bothnia","f970de7da0cdaf1aee48ccc783ccf976","Golfo de Botnia","golfe de Botnie","Golfo de Bótnia","Golfo de Bótnia","Teluk Bothnia","Ghuba ya Botnia"
"en","IHO","4314","Gulf of California","cefc7440ca93afc7c03d65987df2f520","Golfo de California","golfe de Californie","Golfo da Califórnia","Golfo da Califórnia","Teluk California","Ghuba ya Kalifornia"
"en","IHO","2407","Gulf of Finland","b25d360f2ebad3eb7366242c1129b461","Golfo de Finlandia","golfe de Finlande","Golfo da Finlândia","Golfo da Finlândia","Teluk Finlandia","Ghuba ya Ufini"
"en","IHO","4286","Gulf of Guinea","edafe6ac181d220e95ec1f676b737540","Golfo de Guinea","golfe de Guinée","Golfo da Guiné","Golfo da Guiné","Teluk Guinea","Ghuba ya Guinea"
"en","IHO","4288","Gulf of Mexico","be39bb5f8e302a485dc0109dd0a54b6e","golfo de México","golfe du Mexique","Golfo do México","Golfo do México","Teluk Meksiko","Ghuba ya Meksiko"
"en","IHO","4267","Gulf of Oman","49175908a4b8afa4550966970594c17d","Golfo de Omán","golfe d'Oman","Golfo de Omã","Golfo de Omã","Teluk Oman","Ghuba ya Omani"
"en","IHO","2409","Gulf of Riga","98193018817ef0e3dc9820458657aa56","Golfo de Riga","golfe de Riga","Golfo de Riga","Golfo de Riga","Teluk Riga","Ghuba ya Riga"
"en","IHO","4290","Gulf of St. Lawrence","06f4655e931be599ba7b36b945b994d1","Golfo de San Lorenzo","golfe du Saint-Laurent","Golfo de São Lourenço","Golfo de São Lourenço","Teluk Saint Laurensius","Ghuba ya Saint Lawrence"
"en","IHO","4262","Gulf of Suez","7d8d26b68d2676162bbec68c14413914","Golfo de Suez","golfe de Suez","Golfo de Suez","Golfo de Suez","Teluk Suez","Ghuba ya Suez"
"en","IHO","4334","Gulf of Thailand","3e7e1c98bdb4c28f91f353083db25aa5","golfo de Tailandia","golfe de Thaïlande","golfo da Tailândia","golfo da Tailândia","Teluk Thailand","Ghuba ya Uthai"
"en","IHO","4355","Gulf of Tomini","4872fba8ad33a7dfdfe7ff1a4c4a8cdc","Golfo de Tomini","golfe de Tomini","Golfo de Tomini","Golfo de Tomini","Teluk Tomini","Ghuba ya Tomini"
"en","IHO","4353","Halmahera Sea","3966beac5803b682392018b3c9e2e8a9","mar de Halmahera","mer d'Halmahera","Mar de Halmahera","Mar de Halmahera","Laut Halmahera","Bahari ya Halmahera"
"en","IHO","4252","Hudson Bay","96afd693679d1e890ad7f0772c7b3055","Bahía de Hudson","baie d'Hudson","Baía de Hudson","Baía de Hudson","Teluk Hudson","Ghuba ya Hudson"
"en","IHO","4251","Hudson Strait","b72342d9012a56decc8f1b2ddc38169b","Estrecho de Hudson","détroit d'Hudson","Estreito de Hudson","Estreito de Hudson","Selat Hudson","Mlango wa Hudson"
"en","IHO","1904","Indian Ocean","fe6fc882219d15741f37646dfd14faad","océano Índico","océan Indien","Oceano Índico","Oceano Índico","Samudra Hindia","Bahari ya Hindi"
"en","IHO","4283","Inner Seas off the West Coast of Scotland","a476746229957296c40f10d802ba65a5","mares interiores frente a la costa occidental de Escocia","mers intérieures au large de la côte occidentale de l'Écosse","Mares interiores ao largo da costa oeste da Escócia","Mares interiores ao largo da costa oeste da Escócia","Laut pedalaman di lepas pantai barat Skotlandia","Bahari za ndani karibu na pwani ya magharibi ya Scotland"
"en","IHO","3351","Ionian Sea","1650fa848cc24de867fc01ccce38a615","mar Jónico","mer Ionienne","Mar Jônico","Mar Jônico","Laut Ionia","Bahari ya Ionia"
"en","IHO","2357","Irish Sea and St. George's Channel","9ca9acec518a53c4cee8c3fa6be68a23","mar de Irlanda y canal de San Jorge","mer d'Irlande et canal Saint-Georges","Mar da Irlanda e Canal de São Jorge","Mar da Irlanda e Canal de São Jorge","Laut Irlandia dan Kanal St. George","Bahari ya Ireland na Mfereji wa St. George"
"en","IHO","4307","Japan Sea","552ed5243ed4da8299b6858dcce33c61","mar del Japón","mer du Japon","Mar do Japão","Mar do Japão","Laut Jepang","Bahari ya Japani"
"en","IHO","4338","Java Sea","05cc8534d95471b6b7a03daa03064b6c","mar de Java","mer de Java","Mar de Java","Mar de Java","Laut Jawa","Bahari ya Java"
"en","IHO","4246","Kara Sea","9b8f681c043457e584a782c4ab65f1cd","mar de Kara","mer de Kara","Mar de Kara","Mar de Kara","Laut Kara","Bahari ya Kara"
"en","IHO","2374","Kattegat","23ce3aa32cdfee1884805f138b3edcc1","Categat","Cattégat","Kattegat","Kattegat","Teluk Kattegat","Kattegat"
"en","IHO","4291","Labrador Sea","83c03a029d0cd5340cdb52a231922477","mar de Labrador","mer du Labrador","Mar do Labrador","Mar do Labrador","Laut Labrador","Bahari ya Labrador"
"en","IHO","4269","Laccadive Sea","de805e7a5106b640dab79a2ba609de60","mar de Laquedivas","mer des Laquedives","Mar das Laquedivas","Mar das Laquedivas","Laut Lakadewa","Bahari ya Lakadivi"
"en","IHO","4245","Laptev Sea","8f6b905365f4b72ad62f427cf800fc79","mar de Láptev","mer des Laptev","Mar de Laptev","Mar de Laptev","Laut Laptev","Bahari ya Laptev"
"en","IHO","3363","Ligurian Sea","4de9d81a08129bea6d5dd7e941aae252","mar de Liguria","mer ligure","Mar Lígure","Mar Lígure","Laut Liguria","Bahari ya Liguria"
"en","IHO","4254","Lincoln Sea","248f8d952131e3b6f04a4d19b711f5c1","mar de Lincoln","mer de Lincoln","Mar de Lincoln","Mar de Lincoln","Laut Lincoln","Bahari ya Lincoln"
"en","IHO","4339","Makassar Strait","e15970fca07c7a42185131e93a594549","Estrecho de Macasar","détroit de Macassar","Estreito de Macáçar","Estreito de Macáçar","Selat Makassar","Mlango wa Makassar"
"en","IHO","4275","Malacca Strait","522f2ea4aae29e26036ab922204c3e28","Estrecho de Malaca","détroit de Malacca","Estreito de Malaca","Estreito de Malaca","Selat Malaka","Mlango wa Malakka"
"en","IHO","4280","Mediterranean Sea - Eastern Basin","a907a5a1faa7e1d31290fadb688e545a","mar Mediterráneo - cuenca oriental","mer Méditerranée - bassin oriental","Mar Mediterrâneo - bacia oriental","Mar Mediterrâneo - bacia oriental","Laut Tengah - Cekungan Timur","Bahari ya Mediterania - Bonde la Mashariki"
"en","IHO","4279","Mediterranean Sea - Western Basin","21b32f24d24cba28496acad6e83c9c3e","mar Mediterráneo - cuenca occidental","mer Méditerranée - bassin occidental","Mar Mediterrâneo - bacia ocidental","Mar Mediterrâneo - bacia ocidental","Laut Tengah - Cekungan Barat","Bahari ya Mediterania - Bonde la Magharibi"
"en","IHO","4354","Molukka Sea","5b2a9f240d12002aff0446cef940accc","mar de Molucas","mer des Moluques","Mar das Molucas","Mar das Molucas","Laut Maluku","Bahari ya Maluku"
"en","IHO","4261","Mozambique Channel","40cc2e8c3f0a12d2c1cde7882ae5884b","Canal de Mozambique","canal du Mozambique","Canal de Moçambique","Canal de Moçambique","Selat Mozambique","Mfereji wa Msumbiji"
"en","IHO","1912","North Atlantic Ocean","ea3bd2756fade045da26197277746b83","océano Atlántico Norte","océan Atlantique Nord","Oceano Atlântico Norte","Oceano Atlântico Norte","Samudra Atlantik Utara","Bahari ya Atlantiki Kaskazini"
"en","IHO","1908","North Pacific Ocean","0adc46ed107a68d84fbab1b508dc6709","océano Pacífico Norte","océan Pacifique nord","Oceano Pacífico Norte","Oceano Pacífico Norte","Samudra Pasifik Utara","Bahari ya Pasifiki Kaskazini"
"en","IHO","2350","North Sea","d22ce75aa49bb6860c2b05149a7a763c","mar del Norte","mer du Nord","Mar do Norte","Mar do Norte","Laut Utara","Bahari ya Kaskazini"
"en","IHO","2353","Norwegian Sea","eb211409d013957ac3eaee90143ec42b","mar de Noruega","mer de Norvège","Mar da Noruega","Mar da Noruega","Laut Norwegia","Bahari ya Norwei"
"en","IHO","4266","Persian Gulf","65a33a79589a73a46fd9a7abf2eb920e","golfo Pérsico","golfe Persique","Golfo Pérsico","Golfo Pérsico","Teluk Persia","Ghuba ya Uajemi"
"en","IHO","4300","Philippine Sea","a1a1c5bcc26c7369f190e86fba3f190f","mar de Filipinas","mer des Philippines","Mar das Filipinas","Mar das Filipinas","Laut Filipina","Bahari ya Ufilipino"
"en","IHO","4264","Red Sea","d4f04f6aeb0cc4b2ca1513b103172c17","mar Rojo","mer Rouge","Mar Vermelho","Mar Vermelho","Laut Merah","Bahari Nyekundu"
"en","IHO","4325","Rio de La Plata","f6aeb28e45dbb37dfda1b9c32bd2ce62","Río de la Plata","río de la Plata","Rio da Prata","Rio da Prata","Rio de la Plata","Rio de la Plata"
"en","IHO","4343","Savu Sea","516110ade649d5e8ce20f5a633657882","mar de Savu","mer de Savu","Mar de Savu","Mar de Savu","Laut Sawu","Bahari ya Savu"
"en","IHO","3320","Sea of Azov","e81d4caeae6acc045cc45a9ee36b394f","mar de Azov","mer d'Azov","Mar de Azov","Mar de Azov","Laut Azov","Bahari ya Azov"
"en","IHO","3369","Sea of Marmara","f00eb4ba644305a4d9f790092bfbb1a5","mar de Mármara","mer de Marmara","Mar de Mármara","Mar de Mármara","Laut Marmara","Bahari ya Marmara"
"en","IHO","4309","Sea of Okhotsk","bb988c8f233714d9e9dac7b3e3940d06","mar de Ojotsk","mer d'Okhotsk","Mar de Okhotsk","Mar de Okhotsk","Laut Okhotsk","Bahari ya Ohotsk"
"en","IHO","4306","Seto Naikai or Inland Sea","d7bbe5bde1b82e666e587ec99334cc0a","Seto Naikai o mar Interior de Seto","Seto Naikai ou mer intérieure de Seto","Seto Naikai ou Mar Interior de Seto","Seto Naikai ou Mar Interior de Seto","Seto Naikai atau Laut Pedalaman Seto","Seto Naikai au Bahari ya Ndani ya Seto"
"en","IHO","4336","Singapore Strait","e58468c66fa113879fb6358ad9698652","Estrecho de Singapur","détroit de Singapour","Estreito de Singapura","Estreito de Singapura","Selat Singapura","Mlango wa Singapura"
"en","IHO","2379","Skagerrak","843733d0321022f0ef48c2752dbb1377","Skagerrak","Skagerrak","Skagerrak","Skagerrak","Skagerrak","Skagerrak"
"en","IHO","4361","Solomon Sea","c6a36163cad32973b239f3be9d035db1","mar de Salomón","mer des Salomon","Mar de Salomão","Mar de Salomão","Laut Solomon","Bahari ya Solomon"
"en","IHO","1914","South Atlantic Ocean","6c943927c095b135dd1ef0a8ae17f8ad","océano Atlántico Sur","océan Atlantique Sud","Oceano Atlântico Sul","Oceano Atlântico Sul","Samudra Atlantik Selatan","Bahari ya Atlantiki Kusini"
"en","IHO","4332","South China Sea","a17a746b67c0d020a8c0e554b31e47b8","mar de China Meridional","mer de Chine méridionale","Mar da China Meridional","Mar da China Meridional","Laut Tiongkok Selatan","Bahari ya Kusini ya China"
"en","IHO","1910","South Pacific Ocean","a136a17f0579245a351b5cd9737d6c4e","océano Pacífico Sur","océan Pacifique sud","Oceano Pacífico Sul","Oceano Pacífico Sul","Samudra Pasifik Selatan","Bahari ya Pasifiki Kusini"
"en","IHO","1907","Southern Ocean","df492575568388a3bdf54a91afdf61c9","océano Austral","océan Austral","Oceano Austral","Oceano Austral","Samudra Selatan","Bahari ya Kusini"
"en","IHO","3346","Strait of Gibraltar","f821d41c4fb5dd76f609f710f2acc5a6","Estrecho de Gibraltar","détroit de Gibraltar","Estreito de Gibraltar","Estreito de Gibraltar","Selat Gibraltar","Mlango wa Gibraltar"
"en","IHO","4358","Sulu Sea","af614d19744c8fe9a3fb3b43e802e4bb","mar de Joló","mer de Soulou","Mar de Sulu","Mar de Sulu","Laut Sulu","Bahari ya Sulu"
"en","IHO","4365","Tasman Sea","4b4660f85d4728dab3ac587eb8e70d18","mar de Tasmania","mer de Tasman","Mar da Tasmânia","Mar da Tasmânia","Laut Tasman","Bahari ya Tasmania"
"en","IHO","4313","The Coastal Waters of Southeast Alaska and British Columbia","4665c6bb7380a3dfef824058aded4231","aguas costeras del sudeste de Alaska y Columbia Británica","eaux côtières du sud-est de l'Alaska et de la Colombie-Britannique","águas costeiras do sudeste do Alasca e da Colúmbia Britânica","águas costeiras do sudeste do Alasca e da Colúmbia Britânica","Perairan pesisir Alaska tenggara dan British Columbia","Maji ya pwani ya kusini-mashariki mwa Alaska na British Columbia"
"en","IHO","5698","The Northwestern Passages","7ba4860c76f889efaf2f0028bf28b4f6","pasos del Noroeste","passages du Nord-Ouest","Passagens do Noroeste","Passagens do Noroeste","Lintasan Barat Laut","Njia za Kaskazini-Magharibi"
"en","IHO","4344","Timor Sea","aad76ec6147765c9b24063e43b78527b","mar de Timor","mer de Timor","Mar de Timor","Mar de Timor","Laut Timor","Bahari ya Timor"
"en","IHO","3386","Tyrrhenian Sea","ca0d3e44333a46cc80462b69578b93d4","mar Tirreno","mer Tyrrhénienne","Mar Tirreno","Mar Tirreno","Laut Tirenia","Bahari ya Tyrrheni"
"en","IHO","4248","White Sea","b69de6970239a3774238f8524644370e","mar Blanco","mer Blanche","Mar Branco","Mar Branco","Laut Putih","Bahari Nyeupe"
"en","IHO","4303","Yellow Sea","f792fec9d5d586b55fb35e155dfcec88","mar Amarillo","mer Jaune","Mar Amarelo","Mar Amarelo","Laut Kuning","Bahari ya Njano"
